instruction,input,output
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2023?,Top crop: Groundnut with a yield of 828.0495562231289 kg/ha. Top livestock: Goat with a count of 828.0495562231289.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kudan in the year 2017?,Top crop: Cassava with a yield of 914.3423240177666 kg/ha. Top livestock: Goat with a count of 914.3423240177666.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kafanchan in the year 2015?,Top crop: Millet with a yield of 467.9339394992289 kg/ha. Top livestock: Goat with a count of 467.9339394992289.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2025?,Top crop: Maize with a yield of 947.7506247442122 kg/ha. Top livestock: Cattle with a count of 947.7506247442122.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2017?,Top crop: Tomato with a yield of 715.5737524547143 kg/ha. Top livestock: Pig with a count of 715.5737524547143.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kudan in the year 2025?,Top crop: Millet with a yield of 894.5382269158247 kg/ha. Top livestock: Cattle with a count of 894.5382269158247.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lau in the year 2019?,Top crop: Rice with a yield of 307.0140337099489 kg/ha. Top livestock: Pig with a count of 307.0140337099489.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2020?,Top crop: Cassava with a yield of 778.3064130654235 kg/ha. Top livestock: Poultry with a count of 778.3064130654235.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kauru in the year 2021?,Top crop: Groundnut with a yield of 793.0765815841123 kg/ha. Top livestock: Pig with a count of 793.0765815841123.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kaduna South in the year 2025?,Top crop: Groundnut with a yield of 397.1181955145412 kg/ha. Top livestock: Pig with a count of 397.1181955145412.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Makarfi in the year 2018?,Top crop: Millet with a yield of 813.6053555091839 kg/ha. Top livestock: Cattle with a count of 813.6053555091839.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sabon Gari in the year 2018?,Top crop: Groundnut with a yield of 366.02182697649096 kg/ha. Top livestock: Poultry with a count of 366.02182697649096.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2020?,Top crop: Soybean with a yield of 851.7170505099324 kg/ha. Top livestock: Cattle with a count of 851.7170505099324.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Zangon Kataf in the year 2025?,Top crop: Cassava with a yield of 927.1973362586969 kg/ha. Top livestock: Sheep with a count of 927.1973362586969.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lau in the year 2015?,Top crop: Cassava with a yield of 902.070110577188 kg/ha. Top livestock: Sheep with a count of 902.070110577188.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Chikun in the year 2017?,Top crop: Millet with a yield of 424.736780717917 kg/ha. Top livestock: Goat with a count of 424.736780717917.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kudan in the year 2025?,Top crop: Millet with a yield of 342.96807648387846 kg/ha. Top livestock: Cattle with a count of 342.96807648387846.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2024?,Top crop: Groundnut with a yield of 995.7522184121382 kg/ha. Top livestock: Poultry with a count of 995.7522184121382.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lere in the year 2018?,Top crop: Groundnut with a yield of 748.7306716735492 kg/ha. Top livestock: Sheep with a count of 748.7306716735492.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kauru in the year 2021?,Top crop: Rice with a yield of 876.8653137396378 kg/ha. Top livestock: Goat with a count of 876.8653137396378.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kauru in the year 2018?,Top crop: Cassava with a yield of 977.4613238999706 kg/ha. Top livestock: Cattle with a count of 977.4613238999706.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Lau in the year 2020?,Top crop: Cassava with a yield of 847.9770030090338 kg/ha. Top livestock: Sheep with a count of 847.9770030090338.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Samaru in the year 2024?,Top crop: Millet with a yield of 806.8414659094326 kg/ha. Top livestock: Poultry with a count of 806.8414659094326.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kudan in the year 2023?,Top crop: Tomato with a yield of 467.0953066991571 kg/ha. Top livestock: Poultry with a count of 467.0953066991571.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Giwa in the year 2020?,Top crop: Rice with a yield of 698.8932663457597 kg/ha. Top livestock: Pig with a count of 698.8932663457597.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kafanchan in the year 2018?,Top crop: Cassava with a yield of 881.9652011452629 kg/ha. Top livestock: Pig with a count of 881.9652011452629.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Sanga in the year 2023?,Top crop: Maize with a yield of 564.1105261317047 kg/ha. Top livestock: Pig with a count of 564.1105261317047.
Provide the top crop and livestock for the LGA in the specified year based on available agricultural data.,What is the top crop and livestock for Kauru in the year 2017?,Top crop: Soybean with a yield of 711.4812093279938 kg/ha. Top livestock: Sheep with a count of 711.4812093279938.
